# CITATION_LEDGER.tsv - read by handoffs/op75/verify-citations.sh. Tab-separated; lines starting with # are comments.
# PIN <target>:<span> <sha1-12 of the text at that span>   ADJ <sha1-12 of citing-file|citing-text> <class> <citing file> <excerpt>
PIN	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md:102	2795460bd8ea
PIN	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md:183	4d810a04450e
PIN	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md:214	ec006354b8af
PIN	AGENT_RULES.md:113	80c03af92b59
PIN	AGENT_RULES.md:358	4910ba5b1172
PIN	AGENT_RULES.md:360	64382f490598
PIN	AGENT_RULES.md:358-369	fcda4af6d40e
ADJ	f98c6549f455	BACKEND_EXCERPT	DECISION_LOG.md	> **One review finding is REJECTED, with evidence.** The review claimed the "Node-scoped" sentence i
ADJ	1393419700a8	BACKEND_EXCERPT	DECISION_LOG.md	> **CORRECTED A THIRD TIME at the third remediation pass (2026-07-27).** A third independent review 
ADJ	965e29296ea2	FROZEN_CORRECTION	DECISION_LOG.md	> 1. **The pass that fixed the Lens A P2-2 transcription broke every pointer *to* it.** The second p
ADJ	8424fe39815e	FROZEN_CORRECTION	DECISION_LOG.md	> re-derivation.** This bullet previously located those two keys at `:292` and `:296`. Correct
ADJ	af7114920341	FROZEN_CORRECTION	DECISION_LOG.md	> line above them. The dangerous half is that `:296` did not become invalid  it moved **inside
ADJ	7cb7d60c22f8	FROZEN_CORRECTION	DECISION_LOG.md	> it by one. Two citations in this log located `open_blockers_ref` and `B3.sev_note` at `:292` and
ADJ	00d0059dce2f	FROZEN_CORRECTION	DECISION_LOG.md	> `:296`; they became `:293`/`:297`, and `:296` **still resolved  inside blocker `B2`**. A citation
ADJ	1e6031c2f480	FROZEN_CORRECTION	DECISION_LOG.md	> verifiable for existence but never for correctness  precisely how `:296` survived), reports
ADJ	416ad772be60	BACKEND_EXCERPT	DECISION_LOG.md	**0 P0.** The three most dangerous properties of a globally-mounted guard hold, and were verified by
ADJ	a7ba4d315022	BACKEND_EXCERPT	DECISION_LOG.md	| A P2-3  `locked_out_at` unindexed on a per-request hot path (`prisma/schema.prisma:3815`, indexes 
ADJ	0b029b1e8961	BACKEND_EXCERPT	DECISION_LOG.md	| A P3-2  `lockout_copy` (`:112-119`) discarded by the shared envelope at `src/filters/not-found-env
ADJ	ea9a72df798a	FROZEN_CORRECTION	DECISION_LOG.md	2. **The row previously printed as "A P2-2  no durable record of a lockout transition  DUN-4" descri
ADJ	b3df801c311e	BACKEND_EXCERPT	handoffs/op75/PRE_BUILD_REVIEW_OP75.md	(`:93-94`), fail-open on lookup error (`:99-105`). `FEATURE_DUNNING_V2` is default-OFF, so no
ADJ	acc35e13a38d	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	(comment at `:157-161`). It is not scoped to a billing head  it admits **any** path whose second
ADJ	52760bb8ad84	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	segment is one of the eight `ALLOWED_PREFIXES` tokens (`:45-54`), regardless of the first segment.
ADJ	9e58c4764c08	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	`@Controller('scheduling/auth/google')` with `@Get('initiate')` (`:48`) and `@Get('callback')`
ADJ	56a84aa1bdfd	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	(`:70`). Its second segment is `auth`.
ADJ	723c5a81ab20	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	happens not to be in the list  the comment at `:159-161` asserts this as if it were a design
ADJ	47e93ddc4b0e	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	Not exploitable today (`FEATURE_DUNNING_V2` is default-OFF and the guard hard-no-ops at `:80`),
ADJ	2e2e2b8027e6	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	The inverse of P1-1. `normalizePath` (`:145-153`) strips a leading `v1/`, so the two coach
ADJ	4fd1ad8a2726	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	(`:127-140`), so a coach who is not also a client is never locked; but a coach who *is* a client
ADJ	879b9755d02c	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	**releases the lockout** while `locked_out_at` remains non-null (`:3815`) and
ADJ	825cbe767ab2	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	- **Fail-open on lookup error** (`:99-105`)  correct. An infra fault cannot mass-lock. This is
ADJ	28ee9a4686f7	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	- **Flag-OFF hard no-op** (`:80`)  `isDunningV2Enabled()` returns `true` only for the exact
ADJ	4d0ba61ecc07	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	 before reading `req`, so v1 deployments are provably unaffected. Covered at `:84`.
ADJ	7911211d65d7	BACKEND_EXCERPT	handoffs/audit-reports/P0-AUDIT-A-5076a07a.md	 (`app.module.ts:396` `JwtAuthGuard`  `:408` `UserThrottlerGuard`  `:432` `RolesGuard` 
